,DATE,A(1),period,A(3),"H(SV,L)","H(RV,L)",H(SV),H(RV),"L(SV,20)","L(SV,40)","L(RV,20)","L(RV,40)",future,dataset
2344,2005-06-03,4.693578849776926e-05,5,4.372126852115448e-05,2.8912116464321843e-05,2.857167954872256e-05,3.652021321073483e-05,3.668288942376429e-05,2.847071e-05,2.6678044e-05,2.2889362e-05,3.3090884e-05,3.08725251820874e-05,training
2345,2005-06-06,3.630276018843479e-05,5,3.325206379243212e-05,2.3856339261891238e-05,2.366132906561821e-05,3.0013176462122718e-05,3.140660272199996e-05,2.6760656e-05,2.4273315e-05,2.1669332e-05,2.679306e-05,3.503602157215682e-05,training
2346,2005-06-07,5.478401098695563e-05,5,4.605960610463317e-05,3.340745516449929e-05,3.278902240957167e-05,4.239629799657348e-05,4.088324050288743e-05,2.8791976e-05,2.7240256e-05,2.30396e-05,3.3922002e-05,3.322901147914122e-05,training
2347,2005-06-08,4.249602908331942e-05,5,3.7320845444753656e-05,2.779499262058172e-05,2.6472723152661925e-05,3.6464308711958186e-05,3.38439909871944e-05,2.8559552e-05,2.6149348e-05,2.2956256e-05,3.210942e-05,3.369718428579994e-05,training
2348,2005-06-09,6.499794204333796e-05,5,5.589103838111989e-05,3.5280867473414215e-05,3.727756157842936e-05,4.1590213230392856e-05,4.6816513139686064e-05,3.295518e-05,2.9680616e-05,2.52992e-05,4.3158812e-05,2.7172265088171317e-05,training
2349,2005-06-10,4.565434021530057e-05,5,4.256215136416975e-05,3.0950295237448055e-05,3.0326769917254538e-05,3.7318340070657165e-05,3.7470399116085686e-05,3.2819218e-05,2.911062e-05,2.5177242e-05,4.076662e-05,2.6169613746703555e-05,training
2350,2005-06-13,5.1931444148235105e-05,5,5.070460228521935e-05,3.4230691262630845e-05,3.527184313683025e-05,3.815828945897017e-05,4.148276682896992e-05,3.446027e-05,2.9740882e-05,2.6063131e-05,4.265889e-05,2.2282972261439647e-05,training
2351,2005-06-14,4.800096447747148e-05,5,4.3296557745649965e-05,3.192016749197163e-05,3.263476706457039e-05,3.597402778016085e-05,3.872588715921571e-05,3.4517438e-05,2.974681e-05,2.624929e-05,4.1390438e-05,2.1876039077958702e-05,training
2352,2005-06-15,4.4253428189343355e-05,5,4.2146814685836546e-05,3.1527545466716105e-05,3.1064863025125105e-05,3.604414970509096e-05,3.69776368099856e-05,3.292807e-05,2.850929e-05,2.5633599e-05,3.7470145e-05,2.0846472436885928e-05,training
2353,2005-06-16,4.050509025506698e-05,5,3.803627960734358e-05,2.6917441789371718e-05,2.6600917561114446e-05,3.190098011604474e-05,3.3021896990421834e-05,3.019728e-05,2.5928784e-05,2.4316318e-05,3.1773277e-05,2.4913993792555163e-05,training
2354,2005-06-17,4.1890647523013094e-05,5,3.735475008406373e-05,2.7065867282636284e-05,2.6714843830515742e-05,3.2374489655379806e-05,3.326046775640404e-05,2.8725659e-05,2.6131498e-05,2.3537432e-05,2.961324e-05,2.686153725087777e-05,training
2355,2005-06-20,3.734200158666114e-05,5,3.3451648588352895e-05,2.0490857973995542e-05,2.2443385334560855e-05,2.621304635502911e-05,2.9684477906635993e-05,2.6648142e-05,2.3832425e-05,2.2093813e-05,2.582856e-05,2.816708094896397e-05,training
2356,2005-06-21,4.647344300956572e-05,5,3.925791128813728e-05,2.5966117332768852e-05,2.6377763407911666e-05,3.198315088983105e-05,3.383675299687538e-05,2.7091186e-05,2.5212083e-05,2.2366745e-05,2.7903692e-05,2.5373838560885538e-05,training
2357,2005-06-22,4.0388702453719196e-05,5,3.5137527570194764e-05,2.389972356681002e-05,2.3328062388724e-05,3.0453691712576094e-05,3.06027431964535e-05,2.6477075e-05,2.4575842e-05,2.178082e-05,2.6654572e-05,2.5179483614142335e-05,training
2358,2005-06-23,5.577350886571288e-05,5,4.711663014532122e-05,3.1677476782452306e-05,3.0629463438560776e-05,4.472689145505163e-05,3.9232300855107435e-05,2.8633158e-05,2.8813896e-05,2.3159595e-05,3.283299e-05,2.2900916963890826e-05,training
2359,2005-06-24,4.9201219781631796e-05,5,4.3055435804457775e-05,3.0201090728638704e-05,2.9503612295165726e-05,3.778846736423412e-05,3.680659701381008e-05,2.9895322e-05,2.9051382e-05,2.3899795e-05,3.481956e-05,2.0871145895976033e-05,training
2360,2005-06-27,4.224267350792534e-05,5,4.21071549511435e-05,2.799743892670575e-05,2.7525916889197845e-05,3.324660906549251e-05,3.398331620282869e-05,2.9261844e-05,2.7147387e-05,2.349247e-05,3.1862244e-05,2.1627723675929205e-05,training
2361,2005-06-28,3.598833664307076e-05,5,3.515084451112043e-05,2.120520182616883e-05,2.267350196786998e-05,2.727755403423959e-05,3.0221173044528502e-05,2.6902519e-05,2.426526e-05,2.1884383e-05,2.5902142e-05,2.4124259403318045e-05,training
2362,2005-06-29,3.965914446829178e-05,5,3.4700892362823354e-05,2.5566525770657005e-05,2.4578981259342912e-05,3.2233849654380694e-05,3.1808896893394607e-05,2.6233349e-05,2.4234248e-05,2.1417081e-05,2.5047582e-05,3.17386775355683e-05,training
2363,2005-06-30,4.7220361529483805e-05,5,3.833043170680946e-05,2.80094853318605e-05,2.7016504738957217e-05,3.71193530143715e-05,3.457105825979966e-05,2.7074295e-05,2.5310374e-05,2.2048202e-05,2.7382259e-05,3.178027054977237e-05,training
2364,2005-07-01,4.1581986435627206e-05,5,3.6698627327712346e-05,2.3720420429983545e-05,2.3954316330624545e-05,2.9660206516466218e-05,3.13157807853624e-05,2.683157e-05,2.4353287e-05,2.1943297e-05,2.68329e-05,3.161141641250259e-05,training
2365,2005-07-05,4.508266996909634e-05,5,4.04637798002186e-05,2.4270342825436994e-05,2.5701162911442193e-05,2.9584302697968717e-05,3.317186940865504e-05,2.7334774e-05,2.4438976e-05,2.2323442e-05,2.8121309e-05,3.1262500721365887e-05,training
2366,2005-07-06,4.5359683276341117e-05,5,3.946137873475869e-05,2.8467460863386357e-05,2.7438313783581472e-05,3.5919204922561877e-05,3.41954459392492e-05,2.780201e-05,2.4997278e-05,2.2616157e-05,2.92291e-05,2.9975240099291957e-05,training
2367,2005-07-07,6.82416922544634e-05,5,5.55669398298135e-05,3.490949243777011e-05,3.790453621055774e-05,3.990237604881459e-05,4.7513918977563416e-05,3.2666274e-05,3.0699535e-05,2.5183006e-05,3.923154e-05,2.5428695751741614e-05,training
2368,2005-07-08,4.737649090081731e-05,5,4.4961736486118394e-05,2.8357230483736124e-05,3.124518755553045e-05,3.222714260940088e-05,3.77478134299348e-05,3.298996e-05,2.8814446e-05,2.5319257e-05,3.7844966e-05,2.2544481114014147e-05,training
2369,2005-07-11,4.094815186500323e-05,5,4.46595892707398e-05,2.7647288261866703e-05,2.781503550304684e-05,3.2348269449411306e-05,3.431089095236747e-05,3.0829833e-05,2.7508942e-05,2.4244673e-05,3.2617496e-05,2.165980898245912e-05,training
2370,2005-07-12,4.377293109712391e-05,5,3.956423873888523e-05,2.9396984099570064e-05,2.902381912331308e-05,3.457983574823023e-05,3.55106443449109e-05,3.0008523e-05,2.722078e-05,2.3882958e-05,3.1120773e-05,2.1391360638802576e-05,training
2371,2005-07-13,4.052764127330867e-05,5,3.592530132782533e-05,2.710776890408291e-05,2.6587931732559936e-05,3.258736472232551e-05,3.3420047930078724e-05,2.8457924e-05,2.6250944e-05,2.3043138e-05,2.8369694e-05,2.3094936206254745e-05,training
2372,2005-07-14,5.117514576085735e-05,5,4.332196427923916e-05,3.056023504933078e-05,2.9856630341161053e-05,3.857874834982533e-05,3.710745070430897e-05,2.984846e-05,2.8075969e-05,2.3937433e-05,3.1888663e-05,2.723942949192481e-05,training
2373,2005-07-15,3.654989833962598e-05,5,3.4168086617487206e-05,2.1914431850673332e-05,2.18368548880351e-05,2.7777855579657803e-05,2.9212027520772713e-05,2.7298458e-05,2.5816666e-05,2.2339564e-05,2.644548e-05,2.907918796777484e-05,training
2374,2005-07-18,3.762732248105225e-05,5,3.605106507419443e-05,2.251076439519175e-05,2.1935788567434793e-05,2.890047458027961e-05,2.9409117229977877e-05,2.5987034e-05,2.563729e-05,2.1459075e-05,2.4682902e-05,3.05538274668152e-05,training
2375,2005-07-19,4.2765245745805515e-05,5,3.529598949209073e-05,2.3954845773826264e-05,2.4244619562029915e-05,3.0041912972794647e-05,3.176557056454011e-05,2.597519e-05,2.575838e-05,2.1518505e-05,2.5358066e-05,3.111808444375212e-05,training
2376,2005-07-20,4.6922421441450825e-05,5,3.9025456678455766e-05,2.5757438991308068e-05,2.6802459575788902e-05,3.132726615033636e-05,3.43869009793635e-05,2.66533e-05,2.6085834e-05,2.2006187e-05,2.7559096e-05,2.92137969871674e-05,training
2377,2005-07-21,6.673249700289164e-05,5,5.410418719704804e-05,3.4656435042993026e-05,3.4068086892858204e-05,4.987023395126925e-05,4.5297109113052784e-05,3.0702053e-05,2.8542372e-05,2.4286119e-05,3.6604106e-05,2.1917197153869074e-05,training
2378,2005-07-22,4.3455873771718184e-05,5,4.264073663419967e-05,2.763433000405397e-05,2.7873893264839645e-05,3.301674552980567e-05,3.491407990061446e-05,3.0148161e-05,2.4914742e-05,2.382363e-05,3.402857e-05,2.1330528787586595e-05,training
2379,2005-07-25,4.3162736115638284e-05,5,4.515477395609183e-05,2.9456709412448707e-05,2.847407405164937e-05,3.544866198658277e-05,3.50410707356137e-05,2.9647346e-05,2.5467052e-05,2.347312e-05,3.1851217e-05,2.0380237184979693e-05,training
2380,2005-07-26,4.4883319868721344e-05,5,3.944156442783835e-05,2.992368345498683e-05,2.9488853103724514e-05,3.525056303934264e-05,3.5962263246166136e-05,2.9707007e-05,2.6563901e-05,2.3563396e-05,3.138254e-05,1.8522505242856534e-05,training
2381,2005-07-27,3.977422097739845e-05,5,3.622460217110223e-05,2.6362803734858046e-05,2.5982546058432744e-05,3.1838346444794445e-05,3.293413513409324e-05,2.8331004e-05,2.5781801e-05,2.2840082e-05,2.8098442e-05,1.748565164203621e-05,training
2382,2005-07-28,3.934295655613034e-05,5,3.5766892281662344e-05,2.33928083925089e-05,2.353899563329397e-05,2.8905462078892878e-05,3.055620235831016e-05,2.7169635e-05,2.4739013e-05,2.217965e-05,2.6067779e-05,1.689790108805395e-05,training
2383,2005-07-29,4.125367311466696e-05,5,3.547224741974392e-05,2.532451452435409e-05,2.4212433135159468e-05,3.301306984380348e-05,3.130270732075902e-05,2.6704925e-05,2.4913148e-05,2.1949512e-05,2.5793828e-05,1.647661731754882e-05,training
2384,2005-08-01,3.959558828233664e-05,5,3.450920138625735e-05,2.3384200034277715e-05,2.2874136886399976e-05,2.9749862357341503e-05,3.011919075848712e-05,2.6001238e-05,2.4415842e-05,2.1536263e-05,2.5016858e-05,1.7727451056724877e-05,training
2385,2005-08-02,3.790987671293546e-05,5,3.373969676616888e-05,1.953424117057855e-05,2.1145525484671552e-05,2.544379999377532e-05,2.8703791064088288e-05,2.5121599e-05,2.445301e-05,2.0921234e-05,2.4130997e-05,1.7451082113512007e-05,training
2386,2005-08-03,3.588214188770536e-05,5,3.1698190710277845e-05,1.920139705793179e-05,1.9380838015230286e-05,2.5692614450085116e-05,2.7296411045828225e-05,2.4165196e-05,2.4477158e-05,2.0083044e-05,2.3282944e-05,2.1767676703350734e-05,training
2387,2005-08-04,3.713669364755769e-05,5,3.176143034939023e-05,2.0537555698333615e-05,1.963541850712243e-05,2.837732168397316e-05,2.758962176437068e-05,2.3686005e-05,2.5153795e-05,1.9607907e-05,2.3113369e-05,2.6202183575399566e-05,training
2388,2005-08-05,3.967228327070749e-05,5,3.300204149842349e-05,2.1191046630647647e-05,2.037761137856425e-05,2.943560102380709e-05,2.8241516757237332e-05,2.3669882e-05,2.5186153e-05,1.9601868e-05,2.3315162e-05,2.7778092038536637e-05,training
2389,2005-08-08,4.42908932290312e-05,5,3.674175754852783e-05,2.3461127818060926e-05,2.2657170981437762e-05,3.294876813057579e-05,3.0757974203845135e-05,2.4252768e-05,2.5607234e-05,2.0071708e-05,2.4352566e-05,2.6946169075763416e-05,training
2390,2005-08-09,3.6872459488297016e-05,5,3.321757293667103e-05,1.9063281218231956e-05,1.9322863616988238e-05,2.5412248639250004e-05,2.7112246602458025e-05,2.3832834e-05,2.5107109e-05,1.969432e-05,2.3552859e-05,2.9068334604703334e-05,training
2391,2005-08-10,5.208551672143458e-05,5,4.35874948225176e-05,2.757157182828132e-05,2.7004184469308106e-05,3.7720536044170584e-05,3.5730491489618696e-05,2.5491352e-05,2.5775016e-05,2.079853e-05,2.6705053e-05,2.808932928513244e-05,training
2392,2005-08-11,5.378268056041252e-05,5,4.45508914832493e-05,2.964178395531853e-05,2.9868858608264483e-05,3.690886803052144e-05,3.807622419510057e-05,2.7954566e-05,2.6845828e-05,2.2131013e-05,3.1966305e-05,2.6610047676721672e-05,training
2393,2005-08-12,4.5587834291404606e-05,5,4.383562708006358e-05,2.799171835705401e-05,2.7750635378216464e-05,3.377980363607453e-05,3.460631049978242e-05,2.8982366e-05,2.635145e-05,2.269028e-05,3.195646e-05,2.4838153171911368e-05,training
2394,2005-08-15,4.1168070522832904e-05,5,4.0339546578783706e-05,2.5150615844575065e-05,2.5493235433599812e-05,3.026718628523627e-05,3.233372096422344e-05,2.8431014e-05,2.5588755e-05,2.2510781e-05,2.9030638e-05,2.7171186223488105e-05,training
2395,2005-08-16,4.483851764107744e-05,5,3.977105908528531e-05,3.000766993968086e-05,2.852958607003574e-05,3.878647278940777e-05,3.481826375042261e-05,2.876763e-05,2.6383184e-05,2.2790255e-05,2.9300938e-05,2.7831676212656174e-05,training
2396,2005-08-17,4.841058505317833e-05,5,4.131401385602248e-05,2.9462903410681838e-05,2.9704662639782023e-05,3.45545371216756e-05,3.628859574726915e-05,2.9769004e-05,2.682635e-05,2.338241e-05,3.133741e-05,2.975421881881462e-05,training
2397,2005-08-18,4.822984165306052e-05,5,4.27418245127132e-05,2.9020928956484934e-05,2.910942318012444e-05,3.442670153220918e-05,3.577160447701985e-05,3.0503712e-05,2.7319737e-05,2.386076e-05,3.2676962e-05,2.675115030839373e-05,training
2398,2005-08-19,3.8936602578597616e-05,5,3.765181423150245e-05,2.4569508603263358e-05,2.37940893924518e-05,3.0226006079502605e-05,3.0439140544956774e-05,2.8195856e-05,2.5877303e-05,2.2782975e-05,2.7987215e-05,2.9143439045636004e-05,training
2399,2005-08-22,4.9925670581723167e-05,5,4.35926408387367e-05,3.0156525109676753e-05,2.956964018013512e-05,3.707746475548336e-05,3.643206817522772e-05,2.9285713e-05,2.6487834e-05,2.3508515e-05,3.0817104e-05,2.7848120712942302e-05,training
2400,2005-08-23,4.7317825494914105e-05,5,4.0617370029427015e-05,2.9990607204940624e-05,2.896665968133803e-05,3.711004099516855e-05,3.546282638300931e-05,2.9653795e-05,2.61486e-05,2.381418e-05,3.171606e-05,3.21886083225091e-05,training
2401,2005-08-24,5.562731060686617e-05,5,4.894833104264918e-05,3.344012849905813e-05,3.275606676772423e-05,4.177899335984647e-05,4.012805584642891e-05,3.207973e-05,2.8101605e-05,2.5206913e-05,3.5787456e-05,3.6187123832892675e-05,training
2402,2005-08-25,3.695710252665198e-05,5,3.701129525386481e-05,2.355939753605793e-05,2.318053971567422e-05,2.9192200500683697e-05,3.0358163844884566e-05,2.8497358e-05,2.5529718e-05,2.314703e-05,2.8525174e-05,4.3821365146300694e-05,training
2403,2005-08-26,4.791663308952255e-05,5,4.417216809838125e-05,3.074227567999421e-05,2.967507327582419e-05,3.8201819987323006e-05,3.638589130513017e-05,2.911948e-05,2.6696955e-05,2.3533572e-05,3.0203328e-05,4.364409280773841e-05,training
2404,2005-08-29,4.506338202605379e-05,5,3.8289966145365275e-05,2.549294273092553e-05,2.8043688558445784e-05,2.971104655830535e-05,3.4699825959218596e-05,2.9060775e-05,2.6189879e-05,2.3501389e-05,3.0213758e-05,4.243134204562334e-05,training
2405,2005-08-30,6.361088851837394e-05,5,5.331143350696742e-05,3.5991145481221235e-05,3.616044073212731e-05,4.463036578872926e-05,4.512851559953747e-05,3.322626e-05,3.040021e-05,2.5850912e-05,3.67757e-05,3.636174159570386e-05,training
2406,2005-08-31,7.0636699198915e-05,5,5.955526576913742e-05,3.782724170256404e-05,3.988796731973257e-05,4.452458327497321e-05,5.014095778038312e-05,4.010624e-05,3.5617926e-05,2.9460341e-05,4.2902782e-05,2.7540968015605842e-05,training
2407,2005-09-01,6.561406138572173e-05,5,6.26070301678691e-05,4.274767003605426e-05,4.351372217975428e-05,4.773329281724613e-05,5.0529733073215944e-05,4.619177e-05,3.6372145e-05,3.2825574e-05,4.5259778e-05,1.9432774703129602e-05,training
2408,2005-09-02,4.725119877791539e-05,5,5.1921606410151965e-05,3.8191215956464795e-05,3.651568764855984e-05,4.346799604107115e-05,4.19545812962227e-05,4.357774e-05,3.1975054e-05,3.1579577e-05,4.118557e-05,1.6181824457923257e-05,training
2409,2005-09-06,4.0511030683006895e-05,5,4.358729510691364e-05,3.057217676005347e-05,3.2025079521297695e-05,3.495213800111767e-05,3.8415416284277066e-05,3.739896e-05,2.578008e-05,2.8440722e-05,3.4989393e-05,1.6148564160970847e-05,training
2410,2005-09-07,4.082718503773477e-05,5,3.7532787315972385e-05,3.015030416267682e-05,2.9755041674253443e-05,3.534035652060408e-05,3.666473274982749e-05,3.3203927e-05,2.5627145e-05,2.638243e-05,3.119848e-05,1.6104864986188067e-05,training
2411,2005-09-08,3.752580641824191e-05,5,3.34332776508423e-05,2.5798930001615814e-05,2.4765147657855138e-05,3.23564894184959e-05,3.2428068293299735e-05,2.9302559e-05,2.6094443e-05,2.3981693e-05,2.6895566e-05,1.830168888564696e-05,training
2412,2005-09-09,3.517800983349625e-05,5,3.154440007481249e-05,1.922521625222476e-05,2.0342818532307587e-05,2.6072244294061607e-05,2.8602536900234725e-05,2.6589323e-05,2.4294783e-05,2.1879041e-05,2.4077965e-05,1.9664652023212874e-05,training
2413,2005-09-12,3.5047976007613405e-05,5,3.018243498836754e-05,1.882820931111259e-05,1.8659630543173002e-05,2.6183187056005833e-05,2.7277309315330778e-05,2.5123323e-05,2.4320747e-05,2.0556103e-05,2.3181294e-05,2.0422461087484015e-05,training
2414,2005-09-13,4.0386180167772116e-05,5,3.2988704389438396e-05,2.1476719752941457e-05,2.1196747215301923e-05,2.9323996262832204e-05,2.971134027425984e-05,2.4873883e-05,2.5077292e-05,2.0408897e-05,2.3542663e-05,2.4277144058690244e-05,training
2415,2005-09-14,4.066314968667428e-05,5,3.384037906545373e-05,2.175574235301984e-05,2.1285139042719243e-05,2.9986476328581556e-05,2.9821410791771206e-05,2.4760775e-05,2.5646925e-05,2.0320105e-05,2.3946337e-05,2.6937955995300578e-05,training
2416,2005-09-15,4.5772112701074216e-05,5,3.879711571231645e-05,2.4727270361712126e-05,2.4256090307165764e-05,3.3693991306924206e-05,3.2916222268274825e-05,2.5355841e-05,2.6615455e-05,2.078925e-05,2.5671909e-05,2.733906213037619e-05,training
2417,2005-09-16,4.029421941558749e-05,5,3.595348571242266e-05,2.2079124354088218e-05,2.2812305139084584e-05,2.823194382006125e-05,3.062714297838559e-05,2.5266529e-05,2.6041018e-05,2.0690355e-05,2.5379042e-05,2.9752566415959433e-05,training
2418,2005-09-19,3.789259439028199e-05,5,3.514204792757198e-05,2.268380309402737e-05,2.198982886982895e-05,2.9391418501784148e-05,2.95735114502454e-05,2.4836265e-05,2.5979056e-05,2.0347836e-05,2.4330513e-05,3.2800768196042786e-05,training
2419,2005-09-20,5.485565876895367e-05,5,4.437557363370108e-05,3.1380180124068934e-05,3.0296624891310893e-05,4.526750978817787e-05,3.8988101626756605e-05,2.683139e-05,2.7965685e-05,2.1657721e-05,2.9313125e-05,3.0417244010346878e-05,training
2420,2005-09-21,5.0651146537814516e-05,5,4.3157308281596066e-05,3.1183203827562416e-05,3.0235942573430014e-05,4.007479364500269e-05,3.782458303313329e-05,2.877246e-05,2.6819624e-05,2.2681344e-05,3.3024964e-05,3.211669350796737e-05,training
2421,2005-09-23,4.7277760942870606e-05,5,4.534163539445015e-05,2.8747774083366533e-05,2.9158977350105565e-05,3.431908427510916e-05,3.63537201365006e-05,3.0061197e-05,2.569709e-05,2.3356044e-05,3.390263e-05,3.094935211097257e-05,training
2422,2005-09-26,4.935388758414215e-05,5,4.503025544325733e-05,3.217465901478308e-05,3.111361421790084e-05,3.985642286171413e-05,3.797769761613251e-05,3.1840376e-05,2.6826505e-05,2.4321558e-05,3.5424262e-05,3.014885094874508e-05,training
2423,2005-09-27,4.933475208741623e-05,5,4.4306547963464255e-05,3.408387487055184e-05,3.3157341894779924e-05,3.986853549057261e-05,3.907800031123131e-05,3.3210643e-05,2.6526435e-05,2.5120737e-05,3.634912e-05,3.0408395281128627e-05,training
2424,2005-09-28,4.590852810789871e-05,5,4.265823379718212e-05,3.114079956856217e-05,3.068241697597255e-05,3.607953914821016e-05,3.6705009057751275e-05,3.2926437e-05,2.5516963e-05,2.5174337e-05,3.5131096e-05,3.653993367669865e-05,training
2425,2005-09-29,5.703043851157535e-05,5,4.951133408291386e-05,3.3543156876979954e-05,3.572939644715864e-05,3.725800542022421e-05,4.2647781938097734e-05,3.5567657e-05,2.6641383e-05,2.6688325e-05,3.9145325e-05,3.793896063521363e-05,training
2426,2005-09-30,4.2895864561180895e-05,5,4.069006336772028e-05,2.9209731299272374e-05,2.9175470208499528e-05,3.369385410326481e-05,3.531733179940454e-05,3.285815e-05,2.5399138e-05,2.5523414e-05,3.5040048e-05,4.390352740057696e-05,training
2427,2005-10-03,4.6349014155226375e-05,5,4.433886810257638e-05,3.067547122800721e-05,3.016556288513435e-05,3.595704474255814e-05,3.6349293510007884e-05,3.184909e-05,2.6429218e-05,2.5234984e-05,3.4141303e-05,5.119163524373885e-05,training
2428,2005-10-04,5.030901409327621e-05,5,4.326765604431839e-05,3.315449148753414e-05,3.1688504884819234e-05,4.3334382172421316e-05,3.8074549903265496e-05,3.2352524e-05,2.845399e-05,2.5693169e-05,3.5497782e-05,5.108855729186862e-05,training
2429,2005-10-05,6.892473054782616e-05,5,5.7042342024044707e-05,4.150114305920047e-05,4.012168223947479e-05,5.9738705446227905e-05,4.904701491236135e-05,3.78266e-05,3.4661953e-05,2.881593e-05,4.2864503e-05,4.767036830003198e-05,training
2430,2005-10-07,6.228202230975577e-05,5,5.6300006714066545e-05,3.923628224637653e-05,3.910323182345507e-05,4.642387046522795e-05,4.665499878743697e-05,4.1935687e-05,3.6629597e-05,3.12879e-05,4.5811063e-05,4.8855527091137276e-05,training
2431,2005-10-10,6.52852988730088e-05,5,6.283711793267297e-05,4.448613906227439e-05,4.3380375740254375e-05,5.319847901375078e-05,5.024694126678501e-05,4.6978643e-05,4.040357e-05,3.4532615e-05,4.783614e-05,4.758022382559114e-05,training
2432,2005-10-14,7.37066778768514e-05,5,6.683019374318965e-05,5.035534843354735e-05,5.003419568721508e-05,5.7294801575462667e-05,5.697092079253106e-05,5.438139e-05,4.308138e-05,3.9880866e-05,5.179759e-05,4.763068310076282e-05,training
2433,2005-10-17,4.992208623695677e-05,5,5.318578756266508e-05,4.227145355622723e-05,4.1352677687894605e-05,4.523814171395023e-05,4.592643579839694e-05,5.05744e-05,3.5177058e-05,3.7845617e-05,4.632217e-05,5.0349499716020464e-05,training
2434,2005-10-18,5.609373696375522e-05,5,5.6553350080772557e-05,4.5635148665054916e-05,4.3445648865230164e-05,5.336553702275747e-05,4.810539022194665e-05,4.996117e-05,3.853946e-05,3.8174905e-05,4.538837e-05,5.241666085349467e-05,training
2435,2005-10-24,6.673080056078118e-05,5,5.741126671127047e-05,4.36552486575156e-05,4.842129060723531e-05,4.427231777174979e-05,5.3872294234434006e-05,5.2985648e-05,3.5730267e-05,4.1482475e-05,4.819937e-05,4.937606697416713e-05,training
2436,2005-10-25,6.049814168039993e-05,5,5.6527617584747715e-05,4.5181378416148805e-05,4.607414243734044e-05,4.749902022583633e-05,5.083074394987967e-05,5.328635e-05,3.6948764e-05,4.2609285e-05,4.8428275e-05,4.7595458336625374e-05,training
2437,2005-10-26,7.389608888880272e-05,5,6.762093704240491e-05,5.0387168276805e-05,5.117073447847417e-05,5.4989734586868844e-05,5.7581207488236367e-05,5.7769565e-05,4.1515363e-05,4.7648646e-05,5.2448715e-05,3.938088965159298e-05,training
2438,2005-10-27,6.012781758474048e-05,5,5.852165532400672e-05,5.013669018187824e-05,4.823428430396649e-05,5.558737515359646e-05,5.219926158012523e-05,5.6642963e-05,4.2389933e-05,4.7748494e-05,5.118056e-05,3.761961202771904e-05,training
2439,2005-10-28,6.385332291863267e-05,5,6.306356446845398e-05,4.649201871114984e-05,5.129941355769927e-05,4.597878218072216e-05,5.496652889292025e-05,5.6479523e-05,3.7444748e-05,4.8657337e-05,5.162026e-05,3.316540808051484e-05,training
2440,2005-10-31,5.531720094689489e-05,5,5.3919143286826994e-05,4.641485002686869e-05,4.636367312795718e-05,4.811821902650848e-05,5.001709011618343e-05,5.334553e-05,3.815911e-05,4.6181725e-05,4.894281e-05,3.1489621804862695e-05,training
2441,2005-11-01,5.381419937685763e-05,5,5.2888697334141995e-05,4.64694898204548e-05,4.4909857224010776e-05,5.012430658658377e-05,4.881114503986893e-05,5.0378334e-05,3.7118785e-05,4.3568514e-05,4.6702535e-05,2.746742419105696e-05,training
2442,2005-11-02,4.306073181952398e-05,5,4.312307897888167e-05,3.2614434267715256e-05,3.5719902783924055e-05,3.6340698969391245e-05,4.117019384783878e-05,4.3204524e-05,3.0617437e-05,3.6850968e-05,4.0073475e-05,2.8434469201433212e-05,training
2443,2005-11-03,5.351643888518195e-05,5,4.813305310137094e-05,4.120018442443093e-05,4.03226522647623e-05,4.616510767731222e-05,4.5630142008144185e-05,4.253405e-05,3.5984445e-05,3.586433e-05,4.0567662e-05,3.0092481273346553e-05,training
2444,2005-11-04,4.713339830205604e-05,5,4.2177885851773235e-05,3.596174273216495e-05,3.5560910328567605e-05,4.0335433136517e-05,4.122755205339382e-05,3.9882845e-05,3.4339348e-05,3.3131746e-05,3.866802e-05,2.592702851842294e-05,training
2445,2005-11-07,4.9026734561765765e-05,5,4.563377151286461e-05,3.62109907353042e-05,3.5779267762787865e-05,4.1106667466037894e-05,4.165622304684564e-05,3.8666654e-05,3.3238335e-05,3.1678515e-05,3.824589e-05,2.3481394388549265e-05,training
2446,2005-11-08,3.8715914320104035e-05,5,3.72389101399414e-05,2.7716417095373963e-05,2.801941872792446e-05,3.3309935156705046e-05,3.529601654657015e-05,3.3915374e-05,2.6982043e-05,2.7663265e-05,3.3142205e-05,2.451313310560822e-05,training
2447,2005-11-09,4.6690767593812285e-05,5,4.166938252932552e-05,3.286699178429879e-05,3.279607893709482e-05,3.8190493604584397e-05,3.941077004587817e-05,3.3245247e-05,2.7048436e-05,2.7045391e-05,3.390978e-05,2.321999704035192e-05,training
2448,2005-11-10,5.974018552641185e-05,5,4.82919671221185e-05,3.602052831235284e-05,3.861919588533305e-05,4.040168580944437e-05,4.62716207392754e-05,3.590187e-05,2.7745964e-05,2.8765464e-05,3.8349615e-05,1.7576325984585194e-05,training
2449,2005-11-11,3.149737065676841e-05,5,3.378325323843578e-05,2.071841753924785e-05,2.0339163329837522e-05,3.0097630246639413e-05,3.139524215586312e-05,2.907899e-05,2.297312e-05,2.3279481e-05,2.6642323e-05,2.0558181077025358e-05,training
2450,2005-11-14,3.9846459303628806e-05,5,3.9344733183452184e-05,2.5479664693601464e-05,2.4970082457146505e-05,3.372225762009446e-05,3.416731004149377e-05,2.7887783e-05,2.4746234e-05,2.2412887e-05,2.6032229e-05,2.0347524772551274e-05,training
